#flows,is_correlated,key,count_chern[0]
200,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
200,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
250,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
250,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
300,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
300,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
350,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
350,1,s3-s4,2.0,2.0,2.0,s3,s1,s5
400,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
400,1,s3-s4,2.0,2.0,2.0,s3,s2,s5
450,1,s3-s6,0.000244140625,2.0,2.0,2.0,s3,s2,s1,s5
450,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
500,1,s3-s6,0.0001220703125,2.0,2.0,2.0,s3,s2,s1,s5
500,1,s3-s4,2.0,2.0,2.0,s3,s1,s5
550,1,s4-s5,3.0517578125e-05,2.0,2.0,2.0,s5,s3,s2,s1
550,1,s3-s6,0.000244140625,2.0,2.0,2.0,s3,s2,s1,s5
550,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
200,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
200,1,s3-s4,2.0,2.0,2.0,s3,s1,s5
250,1,s3-s6,2.0,2.0,s3,s5
250,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
300,1,s3-s6,2.0,2.0,2.0,s3,s2,s5
300,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
350,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
350,1,s3-s4,2.0,2.0,2.0,s3,s1,s5
400,1,s3-s6,0.0001220703125,2.0,2.0,2.0,s3,s2,s1,s5
400,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
450,1,s5-s6,0.000244140625,2.0,2.0,2.0,s5,s3,s2,s1
450,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
450,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
500,1,s4-s5,0.0001220703125,2.0,2.0,2.0,s5,s3,s2,s1
500,1,s3-s6,0.00048828125,2.0,2.0,2.0,s3,s2,s1,s5
500,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
550,1,s4-s5,0.000244140625,2.0,2.0,2.0,s5,s3,s2,s1
550,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
550,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
200,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
200,1,s3-s4,2.0,2.0,2.0,s3,s1,s5
250,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
250,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
300,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
300,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
350,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
350,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
400,1,s3-s6,0.000244140625,2.0,2.0,2.0,s3,s2,s1,s5
400,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
450,1,s3-s6,2.0,2.0,2.0,s3,s1,s5
450,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
500,1,s4-s5,0.000244140625,2.0,2.0,2.0,s5,s3,s2,s1
500,1,s3-s6,0.0001220703125,2.0,2.0,2.0,s3,s2,s1,s5
500,1,s5-s6,0.0001220703125,2.0,2.0,2.0,s5,s3,s2,s1
500,1,s3-s4,0.000244140625,2.0,2.0,2.0,s3,s2,s1,s5
550,1,s4-s5,0.0001220703125,0.955503012118,2.0,2.0,s5,s3,s2,s1
550,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
550,1,s3-s4,0.00048828125,2.0,2.0,2.0,s3,s2,s1,s5
200,1,s3-s6,2.0,2.0,2.0,s3,s2,s5
200,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
250,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
250,1,s3-s4,2.0,2.0,2.0,s3,s2,s5
300,1,s3-s6,2.0,2.0,2.0,s3,s2,s5
300,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
350,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
350,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
400,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
400,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
450,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
450,1,s3-s4,0.00048828125,2.0,2.0,2.0,s3,s2,s1,s5
500,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
500,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
550,1,s4-s5,0.00048828125,0.264930887835,2.0,2.0,s5,s3,s2,s1
550,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
550,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
200,1,s3-s6,2.0,2.0,2.0,s3,s1,s5
200,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
250,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
250,1,s3-s4,2.0,2.0,2.0,s3,s1,s5
300,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
300,1,s3-s4,2.0,2.0,2.0,s3,s2,s5
350,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
350,1,s3-s4,0.00048828125,2.0,2.0,2.0,s3,s2,s1,s5
400,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
400,1,s3-s4,2.0,2.0,2.0,s3,s1,s5
450,1,s3-s6,0.00048828125,2.0,2.0,2.0,s3,s2,s1,s5
450,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
500,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
500,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
550,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
550,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
200,1,s3-s6,2.0,2.0,2.0,s3,s2,s5
200,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
250,1,s3-s6,2.0,2.0,s3,s5
250,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
300,1,s3-s6,0.00048828125,2.0,2.0,2.0,s3,s2,s1,s5
300,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
350,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
350,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
400,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
400,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
450,1,s4-s5,0.0001220703125,2.0,2.0,2.0,s5,s3,s2,s1
450,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
450,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
500,1,s5-s6,0.000244140625,2.0,2.0,2.0,s5,s3,s2,s1
500,1,s3-s6,2.0,2.0,2.0,s3,s2,s5
500,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
550,1,s4-s5,0.00048828125,2.0,2.0,2.0,s5,s3,s2,s1
550,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
550,1,s5-s6,6.103515625e-05,2.0,2.0,2.0,s5,s3,s2,s1
550,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
200,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
200,1,s3-s4,2.0,2.0,2.0,s3,s2,s5
250,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
250,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
300,1,s3-s6,2.0,2.0,2.0,2.0,s3,s2,s1,s5
300,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
350,1,s3-s6,0.00048828125,2.0,2.0,2.0,s3,s2,s1,s5
350,1,s3-s4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
